txn_id,signal_id,txn_time,amount,direction,txn_type,country,currency
TXN-00010316,SIG-01139,2023-12-30 19:32:51.641754,12053.91,in,withdrawal,US,USD
TXN-00010781,SIG-01191,2024-03-15 16:56:21.268078,1584.72,in,refund,US,USD
TXN-00001905,SIG-00204,2024-05-12 04:30:11.364122,633.08,in,deposit,UA,JPY
TXN-00006326,SIG-00709,2024-06-19 10:27:41.457277,737.78,out,atm_withdrawal,US,USD
TXN-00006922,SIG-00774,2024-01-17 19:32:35.680558,3523.69,in,bill_pay,US,USD
TXN-00004685,SIG-00521,2024-10-21 08:48:10.480980,1461.64,out,atm_withdrawal,US,USD
TXN-00003722,SIG-00413,2024-03-23 20:49:49.721043,381.12,in,atm_withdrawal,US,USD
TXN-00009687,SIG-01070,2024-03-27 21:27:49.494501,5057.51,in,payment,US,USD
TXN-00006434,SIG-00722,2024-07-14 04:26:55.036059,958.48,in,payment,US,USD
TXN-00010808,SIG-01193,2024-06-06 05:14:26.244344,1312.54,out,card_purchase,KY,EUR
TXN-00003081,SIG-00343,2024-05-31 20:56:50.026007,485.36,in,payment,US,USD
TXN-00009412,SIG-01038,2024-10-28 16:08:50.057425,2999.3,in,atm_withdrawal,US,USD
TXN-00000961,SIG-00100,2024-07-31 16:33:54.640408,9400.11,in,payment,US,USD
TXN-00005454,SIG-00609,2023-12-29 10:15:07.054334,442.61,out,transfer,US,USD
TXN-00003106,SIG-00346,2024-01-23 03:08:39.192305,678.77,in,wire,US,USD
TXN-00010116,SIG-01116,2024-11-27 08:24:42.969098,14692.57,out,wire,US,USD
TXN-00010738,SIG-01186,2024-01-17 22:42:27.779515,537.45,in,refund,US,USD
TXN-00005442,SIG-00608,2024-03-09 23:48:38.149234,979.03,in,bill_pay,US,USD
TXN-00008772,SIG-00972,2024-12-04 17:50:19.789187,1374.79,in,deposit,CN,CHF
TXN-00006248,SIG-00702,2024-09-23 13:34:04.775738,1213.9,out,payment,US,USD
TXN-00004468,SIG-00495,2024-12-22 19:05:15.627624,2480.48,in,card_purchase,US,USD
TXN-00001517,SIG-00163,2024-03-09 01:04:00.555408,3554.26,in,deposit,US,USD
TXN-00000501,SIG-00051,2024-07-28 01:51:55.432428,2584.49,out,transfer,US,USD
TXN-00001495,SIG-00161,2024-03-12 06:30:51.682163,1485.54,in,deposit,KY,EUR
TXN-00003783,SIG-00419,2024-03-30 09:27:34.589344,544.13,in,atm_withdrawal,US,USD
TXN-00006719,SIG-00751,2024-11-21 00:55:56.522756,354.04,out,withdrawal,PA,JPY
TXN-00004992,SIG-00558,2024-10-27 16:14:28.433124,459.97,in,refund,US,USD
TXN-00009754,SIG-01080,2024-02-28 20:58:09.668486,614.77,in,withdrawal,AE,GBP
TXN-00003636,SIG-00405,2024-12-12 17:18:02.013190,1866.57,out,deposit,US,USD
TXN-00007353,SIG-00820,2024-06-03 10:37:58.975805,192.52,in,refund,US,USD
TXN-00002586,SIG-00284,2024-10-24 21:45:20.218798,246.56,in,fx_exchange,US,USD
TXN-00001598,SIG-00172,2024-06-23 15:31:59.312846,8816.76,in,transfer,US,USD
TXN-00000260,SIG-00026,2024-04-01 21:08:25.215369,810.87,out,transfer,US,USD
TXN-00010375,SIG-01146,2024-02-16 04:29:04.679396,651.83,out,deposit,PA,USD
TXN-00004605,SIG-00510,2024-09-12 10:33:54.078166,8041.14,in,withdrawal,US,USD
TXN-00003644,SIG-00406,2024-07-01 17:50:13.187357,7252.79,out,deposit,TR,USD
TXN-00004823,SIG-00539,2024-03-07 16:03:51.114703,1507.56,in,atm_withdrawal,US,USD
TXN-00006511,SIG-00729,2024-02-29 00:13:04.701596,4960.62,in,withdrawal,US,USD
TXN-00006914,SIG-00773,2024-05-29 01:17:58.873250,402.89,out,bill_pay,NG,USD
TXN-00005263,SIG-00587,2024-04-09 06:50:43.142901,365.87,in,atm_withdrawal,US,USD
TXN-00002589,SIG-00284,2024-10-29 16:33:40.391084,1574.3,out,wire,IN,CHF
TXN-00001759,SIG-00191,2023-12-26 21:50:31.123478,2192.99,out,deposit,US,USD
TXN-00008002,SIG-00885,2024-05-14 10:08:59.332605,242.63,out,withdrawal,US,USD
TXN-00009141,SIG-01014,2024-08-14 01:07:46.130603,16120.24,in,fx_exchange,US,USD
TXN-00003321,SIG-00369,2024-06-11 23:04:24.771312,6425.73,in,transfer,US,USD
TXN-00003545,SIG-00396,2024-04-15 14:56:32.800046,17608.23,out,atm_withdrawal,US,USD
TXN-00008669,SIG-00960,2024-10-02 01:25:09.227456,6883.58,in,deposit,AE,CHF
TXN-00005010,SIG-00560,2024-07-24 05:02:57.608285,1207.98,out,payment,US,USD
TXN-00006303,SIG-00708,2024-12-12 17:46:15.558409,3859.93,out,atm_withdrawal,US,USD
TXN-00001148,SIG-00121,2024-05-30 11:18:00.828011,261.06,out,deposit,US,USD
TXN-00007283,SIG-00814,2024-06-12 00:02:37.814329,1978.0,out,transfer,US,USD
TXN-00006390,SIG-00716,2024-10-23 10:59:21.158154,304.44,in,payment,US,USD
TXN-00001886,SIG-00203,2024-11-18 22:06:04.604568,142.7,in,atm_withdrawal,US,USD
TXN-00004382,SIG-00485,2024-07-08 05:37:09.775560,2154.01,in,deposit,US,USD
TXN-00002288,SIG-00249,2024-11-15 01:20:51.206988,906.09,in,card_purchase,US,USD
TXN-00005829,SIG-00653,2024-12-13 14:10:35.938271,113.32,in,refund,UA,GBP
TXN-00002406,SIG-00263,2024-10-04 03:42:29.880659,1512.32,in,deposit,US,USD
TXN-00007982,SIG-00883,2023-12-25 19:42:31.463442,1162.15,out,card_purchase,NG,CHF
TXN-00008194,SIG-00905,2024-01-01 02:16:27.205119,4500.7,out,card_purchase,KY,CHF
TXN-00002021,SIG-00218,2024-11-18 07:17:43.674912,747.42,in,transfer,US,USD
TXN-00007867,SIG-00874,2024-12-14 18:53:19.154551,10838.53,out,fx_exchange,US,USD
TXN-00010858,SIG-01197,2024-07-24 08:57:10.568971,2192.93,out,payment,US,USD
TXN-00007384,SIG-00823,2024-04-11 13:06:51.437569,1136.83,in,card_purchase,US,USD
TXN-00006910,SIG-00773,2024-06-02 08:03:30.094667,843.82,in,withdrawal,US,USD
TXN-00002575,SIG-00282,2024-03-23 18:22:40.594180,276.84,in,payment,US,USD
TXN-00007237,SIG-00811,2024-12-05 02:27:31.295323,2825.61,out,deposit,US,USD
TXN-00010569,SIG-01166,2024-08-27 12:29:44.283260,667.79,out,withdrawal,US,USD
TXN-00010607,SIG-01170,2024-01-04 19:44:19.299950,403.24,in,bill_pay,US,USD
TXN-00008625,SIG-00955,2024-07-25 07:15:23.396034,1122.59,in,card_purchase,US,USD
TXN-00004097,SIG-00456,2024-01-31 08:25:35.266980,1586.18,out,card_purchase,US,USD
TXN-00008206,SIG-00907,2024-11-04 10:04:23.956348,2933.1,out,atm_withdrawal,US,USD
TXN-00003025,SIG-00336,2024-10-25 09:35:07.976780,234.51,out,refund,US,USD
TXN-00001146,SIG-00121,2024-05-09 14:54:15.613510,576.44,in,card_purchase,US,USD
TXN-00002454,SIG-00269,2024-01-08 00:26:44.789598,874.42,out,transfer,US,USD
TXN-00001596,SIG-00172,2024-06-23 08:24:48.550618,7472.9,in,transfer,KY,GBP
TXN-00006348,SIG-00712,2024-04-23 08:09:04.868342,2094.53,out,card_purchase,US,USD
TXN-00009585,SIG-01060,2024-09-23 15:23:20.485797,354.96,out,payment,US,USD
TXN-00010647,SIG-01175,2024-12-08 04:28:32.165816,8963.96,in,transfer,US,USD
TXN-00003001,SIG-00334,2024-03-23 16:05:50.929757,880.44,out,atm_withdrawal,US,USD
TXN-00006761,SIG-00756,2024-09-13 08:15:29.870691,3144.93,out,withdrawal,NG,USD
TXN-00006223,SIG-00698,2024-01-27 04:26:23.985881,522.84,in,withdrawal,US,USD
TXN-00007360,SIG-00821,2024-09-12 22:27:06.757469,453.75,out,payment,US,USD
TXN-00003845,SIG-00427,2024-05-21 06:01:02.647521,822.68,out,bill_pay,US,USD
TXN-00007943,SIG-00880,2024-05-12 23:19:06.614944,4094.98,in,wire,US,USD
TXN-00003468,SIG-00387,2024-04-22 22:27:38.255620,3731.23,in,card_purchase,US,USD
TXN-00000766,SIG-00080,2024-03-24 09:51:40.229544,688.6,in,transfer,US,USD
TXN-00005415,SIG-00605,2024-06-27 10:12:49.129433,32077.74,in,card_purchase,CN,JPY
TXN-00010639,SIG-01174,2024-03-30 08:56:32.756714,160.89,in,transfer,PA,CHF
TXN-00005258,SIG-00586,2024-01-16 09:07:12.068355,5325.57,out,payment,US,USD
TXN-00005207,SIG-00578,2024-05-15 07:38:56.216607,323.79,out,bill_pay,AE,JPY
TXN-00004192,SIG-00465,2024-10-21 12:21:38.213233,430.7,out,fx_exchange,KY,GBP
TXN-00008877,SIG-00981,2024-04-03 22:14:53.628954,366.96,out,refund,US,USD
TXN-00009161,SIG-01015,2024-03-01 09:59:44.867321,226.51,in,payment,US,USD
TXN-00009304,SIG-01029,2024-07-04 23:12:18.680809,667.68,in,card_purchase,TR,USD
TXN-00004096,SIG-00456,2024-01-19 10:48:14.225248,1629.08,in,card_purchase,US,USD
TXN-00006232,SIG-00700,2024-07-31 17:41:40.921444,5591.1,in,refund,US,USD
TXN-00002583,SIG-00283,2024-03-21 03:19:27.428681,1173.72,in,payment,BR,GBP
TXN-00002349,SIG-00257,2024-02-13 04:47:29.179735,11569.27,out,card_purchase,US,USD
TXN-00007499,SIG-00838,2024-09-17 15:01:27.382863,109.42,out,refund,BR,JPY
TXN-00005915,SIG-00661,2024-01-21 20:52:52.204549,53.14,in,transfer,US,USD
TXN-00007885,SIG-00875,2024-03-18 20:59:23.827688,455.8,out,card_purchase,US,USD
TXN-00000566,SIG-00057,2024-07-27 20:04:55.206232,6440.87,in,fx_exchange,US,USD
TXN-00008117,SIG-00898,2024-02-05 17:19:07.275757,552.33,out,transfer,US,USD
TXN-00004978,SIG-00555,2024-02-25 16:01:14.498422,56646.08,in,deposit,US,USD
TXN-00003946,SIG-00440,2024-08-31 21:14:23.269222,11128.16,out,payment,US,USD
TXN-00009477,SIG-01046,2024-01-30 15:55:06.874488,313.08,in,deposit,US,USD
TXN-00005295,SIG-00591,2024-09-28 22:37:10.633937,3212.23,out,transfer,US,USD
TXN-00004882,SIG-00544,2024-02-24 20:37:25.291271,37617.07,in,card_purchase,TR,JPY
TXN-00005991,SIG-00670,2024-03-18 05:05:35.290352,1491.45,out,withdrawal,US,USD
TXN-00005269,SIG-00588,2024-10-31 17:52:32.513797,6349.62,out,card_purchase,US,USD
TXN-00010743,SIG-01186,2024-01-05 10:37:14.553760,18822.5,in,wire,US,USD
TXN-00004618,SIG-00513,2024-10-15 14:41:30.245206,608.49,in,wire,US,USD
TXN-00008886,SIG-00982,2024-06-22 22:59:35.791231,1404.12,in,transfer,US,USD
TXN-00003330,SIG-00370,2024-11-21 17:57:17.896633,5996.97,out,payment,US,USD
TXN-00005925,SIG-00662,2024-06-19 04:57:54.874382,1245.02,in,wire,US,USD
TXN-00009070,SIG-01007,2024-04-27 14:58:36.716492,1341.4,out,transfer,US,USD
TXN-00007119,SIG-00795,2023-12-19 00:56:57.251503,4130.01,out,deposit,US,USD
TXN-00007072,SIG-00790,2024-06-23 08:57:32.924595,20915.89,in,payment,US,USD
TXN-00010086,SIG-01112,2024-06-18 23:39:32.652409,675.11,out,withdrawal,US,USD
TXN-00002702,SIG-00297,2024-01-06 10:14:30.331519,2275.92,out,atm_withdrawal,US,USD
TXN-00004263,SIG-00474,2024-11-12 10:44:46.408733,1761.0,in,refund,US,USD
TXN-00003685,SIG-00409,2024-11-08 06:42:06.778819,2090.59,in,atm_withdrawal,US,USD
TXN-00003827,SIG-00425,2024-08-22 05:38:15.249207,2895.72,out,payment,BR,GBP
TXN-00007554,SIG-00843,2024-07-22 01:10:08.650264,14220.09,out,payment,US,USD
TXN-00003195,SIG-00355,2024-02-14 00:22:45.442786,697.4,out,payment,US,USD
TXN-00005363,SIG-00599,2024-01-21 01:30:07.485993,5394.17,in,deposit,US,USD
TXN-00005854,SIG-00656,2024-03-19 17:26:51.923110,1363.14,out,bill_pay,AE,GBP
TXN-00000322,SIG-00035,2024-09-16 19:49:22.978646,19693.26,out,wire,TR,JPY
TXN-00004220,SIG-00468,2024-07-24 17:08:38.908231,1093.79,in,atm_withdrawal,US,USD
TXN-00000427,SIG-00042,2024-04-27 17:35:21.016727,4050.31,in,bill_pay,US,USD
TXN-00004875,SIG-00544,2024-02-21 16:35:26.255400,2496.49,in,withdrawal,US,USD
TXN-00000428,SIG-00042,2024-05-01 18:14:35.626578,8173.83,out,transfer,KY,GBP
TXN-00003814,SIG-00423,2024-06-24 04:06:21.251410,10678.25,in,fx_exchange,US,USD
TXN-00008040,SIG-00890,2024-08-27 19:44:24.723081,880.67,in,bill_pay,US,USD
TXN-00009313,SIG-01030,2024-12-04 05:58:46.009391,1775.6,out,deposit,US,USD
TXN-00008449,SIG-00935,2024-10-06 23:19:56.319651,950.06,in,deposit,US,USD
TXN-00007144,SIG-00799,2024-03-30 04:15:49.238093,1149.82,out,payment,US,USD
TXN-00006227,SIG-00699,2024-01-12 20:55:07.199883,910.58,in,payment,PA,JPY
TXN-00008892,SIG-00983,2024-01-19 18:49:10.046327,2563.01,out,payment,US,USD
TXN-00005895,SIG-00658,2024-03-23 11:26:53.942284,522.2,in,payment,US,USD
TXN-00004869,SIG-00543,2024-09-16 12:43:45.237994,1400.08,out,payment,UA,CHF
TXN-00000081,SIG-00008,2024-05-12 13:36:15.115520,1107.43,in,withdrawal,KY,JPY
TXN-00007976,SIG-00883,2024-01-21 23:00:34.199020,939.91,in,bill_pay,UA,EUR
TXN-00009518,SIG-01051,2024-08-14 00:50:39.622113,1259.98,in,payment,US,USD
TXN-00004218,SIG-00468,2024-08-03 01:22:55.568336,1340.76,in,atm_withdrawal,US,USD
TXN-00007796,SIG-00866,2024-08-28 23:08:02.935439,1210.13,in,refund,NG,USD
TXN-00008549,SIG-00946,2024-10-30 11:44:17.530755,144.76,out,fx_exchange,US,USD
TXN-00000336,SIG-00036,2024-07-08 18:32:39.549923,775.25,out,deposit,US,USD
TXN-00005034,SIG-00562,2024-06-21 19:45:52.624091,1707.38,in,withdrawal,AE,CHF
TXN-00004646,SIG-00517,2024-06-26 09:11:07.213783,843.58,out,bill_pay,US,USD
TXN-00000625,SIG-00063,2024-03-16 02:26:43.565860,619.59,out,wire,US,USD
TXN-00001871,SIG-00201,2024-12-20 03:08:53.958113,473.76,out,atm_withdrawal,US,USD
TXN-00008991,SIG-00997,2024-02-19 01:04:55.589245,12684.54,out,card_purchase,US,USD
TXN-00001111,SIG-00116,2024-11-21 04:58:44.016118,3869.38,in,card_purchase,US,USD
TXN-00006131,SIG-00687,2024-11-21 08:33:36.559160,278.19,in,deposit,US,USD
TXN-00006839,SIG-00764,2024-03-15 07:35:50.231254,474.09,in,wire,US,USD
TXN-00003007,SIG-00335,2024-03-01 02:35:54.665403,39319.85,in,deposit,US,USD
TXN-00004008,SIG-00447,2024-09-12 12:20:20.151542,670.42,in,refund,CN,GBP
TXN-00006026,SIG-00675,2024-03-17 16:58:23.784887,1237.15,in,payment,US,USD
TXN-00003669,SIG-00407,2024-02-02 09:23:24.013620,487.4,out,payment,US,USD
TXN-00008949,SIG-00990,2024-01-24 03:11:42.055931,1012.45,in,bill_pay,US,USD
TXN-00005465,SIG-00610,2024-03-27 05:35:16.629382,193.85,in,wire,US,USD
TXN-00000331,SIG-00036,2024-07-19 07:50:45.340470,5902.85,in,transfer,US,USD
TXN-00003527,SIG-00393,2024-07-29 07:30:02.634096,3448.86,in,refund,NG,CHF
TXN-00005485,SIG-00611,2024-10-12 08:08:23.581598,935.68,in,card_purchase,IN,CHF
TXN-00007720,SIG-00859,2024-05-06 21:09:40.192191,401.15,in,deposit,US,USD
TXN-00004254,SIG-00472,2024-10-01 11:27:11.829202,2163.41,out,payment,US,USD
TXN-00003124,SIG-00349,2024-06-20 08:01:54.502365,1842.58,out,transfer,US,USD
TXN-00000292,SIG-00031,2024-03-06 06:38:59.656243,2431.84,out,bill_pay,US,USD
TXN-00003049,SIG-00339,2024-06-08 21:11:23.942390,5108.11,out,payment,IN,GBP
TXN-00006068,SIG-00681,2024-11-06 07:43:45.725917,840.4,in,wire,US,USD
TXN-00003119,SIG-00348,2024-11-06 19:31:34.133830,606.58,out,deposit,US,USD
TXN-00004399,SIG-00487,2024-11-24 07:29:25.384689,12298.07,in,fx_exchange,US,USD
TXN-00007432,SIG-00830,2024-03-24 10:07:03.599378,312.32,out,payment,US,USD
TXN-00008099,SIG-00896,2024-06-03 22:12:12.485309,3054.26,in,deposit,NG,JPY
TXN-00005956,SIG-00666,2024-04-04 17:16:53.865786,1000.48,in,withdrawal,RU,GBP
TXN-00008693,SIG-00962,2024-07-04 17:05:07.925947,6925.52,in,card_purchase,RU,GBP
TXN-00007667,SIG-00854,2024-04-09 18:49:10.957563,588.1,out,wire,US,USD
TXN-00000458,SIG-00046,2024-05-10 08:53:49.385891,78.08,out,payment,AE,GBP
TXN-00007323,SIG-00817,2024-03-22 13:33:30.281150,2120.73,out,deposit,US,USD
TXN-00006795,SIG-00760,2024-12-19 08:46:54.577851,1583.14,in,transfer,US,USD
TXN-00002628,SIG-00288,2024-10-14 14:39:01.949618,2166.65,out,deposit,US,USD
TXN-00008878,SIG-00981,2024-04-15 12:36:34.601248,357.35,out,withdrawal,BR,GBP
TXN-00001984,SIG-00212,2024-12-10 23:50:42.564638,581.75,in,transfer,IN,GBP
TXN-00006968,SIG-00779,2024-03-19 01:50:15.751150,412.5,in,payment,US,USD
TXN-00007888,SIG-00875,2024-04-11 10:14:06.348266,157.95,in,transfer,US,USD
TXN-00000032,SIG-00004,2024-02-14 18:31:39.068266,424.89,in,deposit,US,USD
TXN-00009706,SIG-01073,2024-11-20 10:11:34.673003,2342.66,out,payment,US,USD
TXN-00006888,SIG-00770,2024-02-10 04:26:13.926549,2892.88,out,wire,US,USD
TXN-00009234,SIG-01023,2024-12-07 13:20:02.190708,2948.21,out,withdrawal,AE,GBP
TXN-00000219,SIG-00020,2024-12-04 10:56:36.734267,13846.1,in,transfer,US,USD
TXN-00010872,SIG-01199,2024-09-09 09:59:53.763542,1523.55,out,atm_withdrawal,US,USD
TXN-00009118,SIG-01012,2024-03-22 19:42:38.720644,4376.46,out,transfer,TR,JPY
TXN-00002237,SIG-00246,2024-06-13 18:02:37.863284,391.7,in,card_purchase,US,USD
TXN-00009030,SIG-01001,2024-11-29 16:02:11.138915,10267.7,in,atm_withdrawal,US,USD
TXN-00008249,SIG-00911,2024-12-07 16:53:36.417233,1183.85,in,transfer,US,USD
TXN-00009786,SIG-01082,2024-05-19 16:54:16.890055,11162.65,in,withdrawal,US,USD
TXN-00005611,SIG-00625,2024-10-18 09:30:33.456452,5327.66,in,payment,US,USD
TXN-00004673,SIG-00520,2024-08-17 11:15:15.155522,4586.46,in,card_purchase,TR,EUR
TXN-00010394,SIG-01149,2024-04-14 00:28:46.071570,8700.9,out,withdrawal,US,USD
TXN-00009624,SIG-01064,2024-04-01 04:21:24.890986,174.48,in,transfer,US,USD
TXN-00007950,SIG-00882,2024-06-11 13:48:17.983235,2726.6,out,card_purchase,US,USD
TXN-00002110,SIG-00229,2024-05-13 21:09:27.233846,1445.49,in,payment,US,USD
TXN-00004620,SIG-00513,2024-10-11 00:12:03.945645,569.32,out,refund,US,USD
TXN-00002108,SIG-00229,2024-05-01 04:13:36.159244,588.44,out,atm_withdrawal,US,USD
TXN-00008858,SIG-00979,2024-04-02 23:58:38.847862,8339.8,in,bill_pay,US,USD
TXN-00002517,SIG-00275,2024-06-22 23:17:14.116017,188.31,in,transfer,CN,CHF
TXN-00005598,SIG-00624,2024-07-17 00:02:14.144078,202.93,out,transfer,US,USD
TXN-00000968,SIG-00100,2024-07-31 17:12:46.817148,2509.76,in,atm_withdrawal,US,USD
TXN-00005581,SIG-00623,2023-12-17 19:12:18.981625,5392.23,out,card_purchase,US,USD
TXN-00004844,SIG-00541,2024-06-06 09:06:15.104852,280.85,out,payment,US,USD
TXN-00002019,SIG-00218,2024-11-02 08:15:47.448456,286.71,out,card_purchase,BR,GBP
TXN-00010299,SIG-01136,2024-10-09 10:29:52.383691,864.86,in,withdrawal,US,USD
TXN-00006631,SIG-00742,2024-12-18 07:18:37.361312,375.68,in,transfer,US,USD
TXN-00000374,SIG-00038,2024-08-26 00:43:04.725602,2935.25,out,bill_pay,US,USD
TXN-00003618,SIG-00403,2024-02-05 01:51:00.763871,7121.21,in,deposit,US,USD
TXN-00010391,SIG-01149,2024-05-14 19:33:45.858886,339.48,in,deposit,US,USD
TXN-00009352,SIG-01033,2024-09-28 00:05:36.591635,4579.35,in,wire,US,USD
TXN-00009694,SIG-01070,2024-04-06 05:15:20.187668,3478.93,in,bill_pay,RU,JPY
TXN-00003707,SIG-00411,2024-07-23 10:23:11.465075,14838.19,out,transfer,US,USD
TXN-00003985,SIG-00444,2024-06-11 04:42:46.286498,5202.54,out,card_purchase,US,USD
TXN-00004650,SIG-00517,2024-07-12 06:43:36.750180,295.92,in,card_purchase,US,USD
TXN-00004506,SIG-00501,2024-06-27 16:29:15.385700,262.21,out,atm_withdrawal,US,USD
TXN-00010308,SIG-01138,2024-08-23 05:31:03.016009,751.25,out,payment,US,USD
TXN-00009597,SIG-01062,2024-11-12 18:59:11.445546,1327.2,in,payment,US,USD
TXN-00000170,SIG-00017,2024-10-25 03:12:59.393809,2747.53,out,transfer,US,USD
TXN-00008110,SIG-00897,2024-08-04 07:40:27.268164,1283.14,in,payment,IN,USD
TXN-00009441,SIG-01041,2024-09-14 04:57:56.315523,9285.29,in,payment,PA,EUR
TXN-00006389,SIG-00716,2024-10-22 16:48:42.022225,800.72,in,refund,US,USD
TXN-00005734,SIG-00642,2024-09-12 00:33:03.726957,398.86,out,transfer,US,USD
TXN-00008863,SIG-00980,2024-04-23 18:56:09.848421,765.81,in,bill_pay,US,USD
TXN-00003209,SIG-00356,2024-04-21 17:05:19.645429,229.95,out,deposit,NG,USD
TXN-00006779,SIG-00757,2024-02-18 09:55:43.838854,30095.87,out,transfer,NG,EUR
TXN-00002010,SIG-00217,2024-04-12 12:05:36.360994,6365.8,out,card_purchase,US,USD
TXN-00002819,SIG-00312,2024-02-29 08:24:54.344005,9407.47,in,transfer,US,USD
TXN-00005684,SIG-00636,2024-11-12 00:55:42.222443,12638.81,in,withdrawal,UA,CHF
TXN-00003678,SIG-00409,2024-11-15 20:00:23.775514,23536.19,out,atm_withdrawal,US,USD
TXN-00007626,SIG-00850,2024-05-11 17:27:04.725352,214.45,in,withdrawal,US,USD
TXN-00010618,SIG-01172,2024-05-03 05:29:19.383035,125.99,in,bill_pay,US,USD
TXN-00007274,SIG-00814,2024-06-26 13:57:24.108367,325.03,out,withdrawal,US,USD
TXN-00005618,SIG-00627,2024-10-23 13:23:18.164214,797.65,out,deposit,US,USD
TXN-00008377,SIG-00924,2024-04-15 02:04:18.578723,1758.69,in,card_purchase,US,USD
TXN-00007034,SIG-00787,2024-11-25 10:58:31.492631,6047.96,out,bill_pay,US,USD
TXN-00005152,SIG-00574,2024-06-10 13:00:45.939375,621.88,in,payment,US,USD
TXN-00005897,SIG-00658,2024-03-25 06:43:55.273244,401.68,in,fx_exchange,US,USD
TXN-00003464,SIG-00386,2024-05-22 04:52:40.669990,9765.24,in,card_purchase,US,USD
TXN-00009789,SIG-01082,2024-06-11 00:44:32.605324,4236.16,in,atm_withdrawal,US,USD
TXN-00005551,SIG-00619,2024-01-24 02:42:13.819603,1779.08,out,deposit,US,USD
TXN-00004460,SIG-00494,2024-01-14 13:40:26.033844,1078.32,in,transfer,US,USD
TXN-00010115,SIG-01116,2024-11-09 15:11:43.940321,5898.83,out,wire,US,USD
TXN-00006399,SIG-00718,2024-09-25 10:51:17.306405,2280.09,in,bill_pay,US,USD
TXN-00004171,SIG-00463,2024-03-29 08:18:14.662855,2334.88,in,payment,US,USD
TXN-00000316,SIG-00034,2024-07-22 19:45:37.642430,689.51,in,payment,US,USD
TXN-00010723,SIG-01184,2024-02-15 06:29:37.709832,369.94,in,withdrawal,US,USD
TXN-00001370,SIG-00145,2024-05-08 19:30:36.641226,670.44,out,wire,US,USD
TXN-00004338,SIG-00480,2024-12-23 01:11:16.150004,1575.55,in,fx_exchange,US,USD
TXN-00001409,SIG-00151,2024-09-09 07:20:19.737883,4251.58,in,atm_withdrawal,US,USD
TXN-00005412,SIG-00604,2024-07-08 02:57:30.709100,2110.76,in,atm_withdrawal,US,USD
TXN-00008535,SIG-00944,2024-10-14 07:19:04.091798,9912.79,in,card_purchase,US,USD
TXN-00005612,SIG-00625,2024-10-23 13:19:42.533890,511.34,in,refund,US,USD
TXN-00009814,SIG-01084,2024-03-26 00:04:35.649293,1314.63,out,wire,IN,JPY
TXN-00008064,SIG-00893,2024-07-08 08:27:20.417932,295.45,in,wire,US,USD
TXN-00010606,SIG-01170,2024-01-11 13:59:39.530242,104.71,out,deposit,US,USD
TXN-00006327,SIG-00709,2024-06-19 15:10:27.365407,1030.9,in,wire,US,USD
TXN-00008837,SIG-00977,2024-07-25 23:51:42.451631,3547.91,out,atm_withdrawal,US,USD
TXN-00008852,SIG-00979,2024-04-05 20:37:30.766666,273.37,out,payment,IN,JPY
TXN-00004346,SIG-00480,2024-12-04 23:45:58.465454,11262.17,in,refund,US,USD
TXN-00002933,SIG-00326,2024-09-12 20:59:15.927508,1433.95,out,withdrawal,US,USD
TXN-00001845,SIG-00199,2024-08-02 02:00:06.956263,249.55,in,transfer,US,USD
TXN-00007964,SIG-00882,2024-06-06 16:48:21.149706,435.68,in,card_purchase,US,USD
TXN-00010304,SIG-01137,2024-09-03 09:56:10.512077,475.83,in,deposit,US,USD
TXN-00004641,SIG-00516,2024-06-22 20:07:14.478624,739.51,in,transfer,US,USD
TXN-00006136,SIG-00688,2024-01-11 08:24:48.834107,3831.09,out,bill_pay,US,USD
TXN-00002535,SIG-00279,2024-10-09 07:00:14.307922,1491.73,in,payment,US,USD
TXN-00003469,SIG-00387,2024-05-27 11:03:04.906872,282.1,out,atm_withdrawal,US,USD
TXN-00007199,SIG-00806,2024-10-04 13:00:29.962251,429.77,in,withdrawal,UA,GBP
TXN-00003834,SIG-00426,2024-06-14 11:07:39.081041,5463.97,out,payment,US,USD
TXN-00002352,SIG-00257,2024-02-07 22:37:53.684258,1662.13,in,deposit,KY,EUR
TXN-00004503,SIG-00500,2024-02-13 18:25:15.681063,258.46,out,deposit,US,USD
TXN-00006051,SIG-00679,2024-09-16 21:07:04.656473,1168.77,out,fx_exchange,US,USD
TXN-00003541,SIG-00395,2024-01-25 16:21:18.198219,508.58,out,wire,BR,CHF
TXN-00008109,SIG-00897,2024-08-02 17:23:05.957177,48216.47,out,withdrawal,US,USD
TXN-00006523,SIG-00731,2024-02-25 08:20:50.180052,110.29,out,transfer,US,USD
TXN-00001840,SIG-00198,2024-11-04 17:55:50.139565,2661.0,in,withdrawal,US,USD
TXN-00005959,SIG-00666,2024-04-05 09:50:14.916305,6984.18,out,deposit,US,USD
TXN-00000714,SIG-00075,2024-04-12 00:23:13.470946,1198.59,out,withdrawal,US,USD
TXN-00005818,SIG-00651,2024-02-20 23:57:51.875128,3738.94,out,transfer,US,USD
TXN-00000938,SIG-00099,2024-07-24 17:28:34.695298,3364.89,in,payment,US,USD
TXN-00001836,SIG-00198,2024-11-13 07:10:12.548291,2908.0,in,payment,BR,EUR
TXN-00008859,SIG-00979,2024-04-06 13:18:03.086053,338.28,out,bill_pay,US,USD
TXN-00005401,SIG-00603,2024-02-11 07:33:55.464146,1344.71,out,wire,CN,GBP
