signal_id,signal_time,label,signal_type,channel
SIG-00303,2024-05-01 13:56:11,1,structuring,api
SIG-00255,2024-06-21 16:51:56,0,geo_anomaly,branch
SIG-00959,2024-10-14 22:06:58,0,counterparty_risk,api
SIG-01024,2024-03-09 21:41:40,0,device_change,atm
SIG-00313,2024-03-09 19:07:17,0,counterparty_risk,api
SIG-00530,2024-01-07 07:10:49,0,amount_spike,atm
SIG-00222,2024-12-16 20:31:21,0,velocity,mobile
SIG-00389,2024-02-15 17:36:43,0,amount_spike,branch
SIG-00236,2024-09-04 05:42:31,0,geo_anomaly,atm
SIG-00810,2024-10-02 13:39:58,1,structuring,api
SIG-00483,2024-06-10 11:57:43,0,unusual_hours,atm
SIG-00713,2024-05-03 12:30:46,0,device_change,branch
SIG-00306,2024-05-20 12:42:41,0,velocity,api
SIG-01111,2024-09-02 01:47:21,1,unusual_hours,atm
SIG-01090,2024-07-04 01:40:09,1,counterparty_risk,mobile
SIG-00772,2024-05-11 05:55:39,0,structuring,atm
SIG-00917,2024-12-08 07:09:19,0,device_change,api
SIG-01139,2024-01-06 20:26:28,1,geo_anomaly,branch
SIG-00250,2024-01-18 14:39:46,1,velocity,branch
SIG-00760,2024-12-23 16:41:54,1,counterparty_risk,atm
SIG-00595,2024-01-05 02:18:44,0,velocity,branch
SIG-00072,2024-03-22 19:12:38,1,unusual_hours,branch
SIG-00095,2024-10-06 09:34:24,0,unusual_hours,web
SIG-00546,2024-06-27 06:10:08,1,structuring,web
SIG-00034,2024-08-08 08:08:59,1,velocity,mobile
SIG-00862,2024-10-26 12:34:04,0,structuring,atm
SIG-00579,2024-08-18 20:08:36,0,geo_anomaly,branch
SIG-00449,2024-12-02 23:07:30,0,unusual_hours,branch
SIG-00446,2024-01-25 04:30:13,0,unusual_hours,web
SIG-00260,2024-08-03 05:35:27,1,geo_anomaly,atm
SIG-00205,2024-12-01 13:18:53,0,velocity,branch
SIG-00573,2024-04-14 10:30:23,0,amount_spike,branch
SIG-00824,2024-05-15 10:12:19,0,device_change,branch
SIG-00586,2024-01-27 20:36:19,0,counterparty_risk,api
SIG-00366,2024-01-18 05:14:18,0,amount_spike,atm
SIG-00812,2024-03-18 22:54:32,1,counterparty_risk,mobile
SIG-00078,2024-08-14 05:22:57,0,structuring,web
SIG-00085,2024-02-11 23:31:27,1,device_change,mobile
SIG-00539,2024-03-25 22:36:54,1,structuring,api
SIG-00083,2024-12-08 07:23:40,0,device_change,mobile
SIG-00458,2024-04-15 11:41:44,1,geo_anomaly,mobile
SIG-01138,2024-09-15 22:02:44,1,geo_anomaly,mobile
SIG-00615,2024-05-01 15:06:09,0,velocity,web
SIG-01186,2024-01-31 11:27:44,0,counterparty_risk,mobile
SIG-01076,2024-07-29 00:19:21,0,velocity,atm
SIG-00737,2024-05-13 14:37:49,0,structuring,atm
SIG-00437,2024-07-09 05:42:06,0,unusual_hours,atm
SIG-00555,2024-02-25 23:57:45,1,counterparty_risk,api
SIG-01080,2024-03-13 16:23:13,0,structuring,branch
SIG-01062,2024-11-30 18:38:21,0,velocity,api
SIG-00351,2024-01-11 22:43:37,0,amount_spike,mobile
SIG-00197,2024-03-20 01:18:01,0,amount_spike,atm
SIG-00465,2024-11-26 05:40:44,1,velocity,web
SIG-00589,2024-08-14 02:54:27,0,device_change,atm
SIG-00006,2024-06-13 03:03:06,0,amount_spike,branch
SIG-00311,2024-11-12 12:41:43,0,geo_anomaly,web
SIG-00662,2024-06-19 22:01:26,1,amount_spike,web
SIG-00405,2024-12-13 13:18:50,0,amount_spike,mobile
SIG-01196,2024-02-22 09:05:11,1,device_change,atm
SIG-01044,2024-01-03 01:18:44,1,counterparty_risk,mobile
SIG-01058,2024-01-29 02:41:10,1,structuring,branch
SIG-00105,2024-10-18 17:06:53,0,geo_anomaly,branch
SIG-00537,2024-01-29 20:48:34,0,counterparty_risk,mobile
SIG-00606,2024-09-12 06:33:13,0,device_change,api
SIG-00063,2024-03-20 07:50:01,0,unusual_hours,branch
SIG-00282,2024-04-21 16:54:01,0,structuring,branch
SIG-01056,2024-03-28 21:13:37,0,structuring,web
SIG-00239,2024-05-21 16:45:11,1,unusual_hours,web
SIG-00224,2024-08-07 18:49:54,1,unusual_hours,web
SIG-00146,2024-09-03 20:04:57,1,counterparty_risk,api
SIG-01119,2024-04-07 01:12:02,0,geo_anomaly,api
SIG-00374,2024-12-11 10:36:54,1,device_change,api
SIG-00119,2024-02-23 17:44:23,0,geo_anomaly,web
SIG-00803,2024-12-14 08:56:17,0,amount_spike,mobile
SIG-00251,2024-04-01 04:29:41,1,structuring,web
SIG-01157,2024-01-26 21:30:04,1,velocity,web
SIG-00010,2024-09-01 03:20:51,1,structuring,branch
SIG-00450,2024-04-05 17:43:29,0,amount_spike,atm
SIG-00874,2024-12-17 09:09:18,1,amount_spike,web
SIG-00390,2024-08-25 15:06:31,0,amount_spike,api
SIG-00966,2024-05-18 22:00:24,1,structuring,mobile
SIG-00461,2024-10-26 08:03:37,1,geo_anomaly,mobile
SIG-01147,2024-12-15 00:08:48,1,velocity,api
SIG-00145,2024-06-12 03:13:52,1,counterparty_risk,api
SIG-00502,2024-03-30 04:37:27,0,geo_anomaly,api
SIG-01108,2024-01-12 02:18:13,1,velocity,branch
SIG-00540,2024-09-15 22:36:16,0,structuring,api
SIG-00178,2024-06-25 07:52:43,0,velocity,web
SIG-01159,2024-11-20 18:52:35,1,device_change,api
SIG-01051,2024-09-18 18:21:45,0,velocity,branch
SIG-00584,2024-09-21 18:01:20,0,counterparty_risk,atm
SIG-01195,2024-06-03 18:32:28,0,structuring,api
SIG-00008,2024-05-13 13:53:58,0,structuring,branch
SIG-00574,2024-06-17 19:28:35,1,amount_spike,api
SIG-00843,2024-07-24 18:27:10,1,amount_spike,api
SIG-00358,2024-12-17 12:34:49,1,device_change,atm
SIG-00330,2024-09-11 18:52:23,0,unusual_hours,api
SIG-00705,2024-11-25 17:18:33,1,unusual_hours,branch
SIG-00830,2024-04-03 07:46:39,1,velocity,atm
SIG-00259,2024-02-18 21:41:44,1,counterparty_risk,atm
SIG-00891,2024-05-14 06:37:07,0,unusual_hours,api
SIG-00834,2024-09-23 12:56:54,0,structuring,api
SIG-01188,2024-12-03 18:59:52,0,counterparty_risk,web
SIG-00905,2024-01-01 20:28:37,1,amount_spike,branch
SIG-00526,2024-07-26 05:58:46,0,unusual_hours,branch
SIG-00814,2024-07-15 04:07:08,1,device_change,mobile
SIG-00732,2024-08-26 11:53:17,1,structuring,atm
SIG-01032,2024-08-20 08:29:19,1,structuring,api
SIG-01141,2024-09-24 08:24:50,0,structuring,web
SIG-00441,2024-08-14 14:49:52,0,device_change,web
SIG-00532,2024-08-09 06:49:23,1,counterparty_risk,web
SIG-00960,2024-10-17 01:31:37,0,unusual_hours,web
SIG-00229,2024-05-14 04:54:18,1,structuring,branch
SIG-01041,2024-10-17 10:08:00,0,geo_anomaly,api
SIG-00213,2024-11-14 17:55:17,0,unusual_hours,web
SIG-00080,2024-04-06 21:47:08,0,unusual_hours,mobile
SIG-00149,2024-04-14 05:37:39,0,amount_spike,web
SIG-00592,2024-02-12 11:23:48,0,counterparty_risk,web
SIG-00708,2024-12-14 11:19:31,1,counterparty_risk,atm
SIG-00590,2024-09-25 15:11:38,0,device_change,atm
SIG-00134,2024-03-28 01:54:07,1,unusual_hours,mobile
SIG-00782,2024-05-28 03:19:36,0,amount_spike,web
SIG-00409,2024-11-23 04:56:55,0,structuring,mobile
SIG-00970,2024-04-24 13:23:54,0,unusual_hours,web
SIG-00508,2024-03-31 22:32:36,1,counterparty_risk,atm
SIG-00877,2024-06-14 10:33:47,0,unusual_hours,mobile
SIG-00505,2024-08-18 15:57:38,0,velocity,api
SIG-00719,2024-05-07 07:15:30,1,geo_anomaly,mobile
SIG-00348,2024-11-18 17:55:00,0,device_change,mobile
SIG-00387,2024-06-03 13:56:46,0,amount_spike,branch
SIG-00001,2024-04-16 19:27:32,1,geo_anomaly,web
SIG-00361,2024-02-03 05:58:47,0,structuring,branch
SIG-01134,2024-03-18 08:29:27,1,device_change,mobile
SIG-00476,2024-12-29 10:31:29,0,geo_anomaly,mobile
SIG-00778,2024-04-24 09:23:59,0,counterparty_risk,atm
SIG-00754,2024-05-05 06:52:47,0,geo_anomaly,web
SIG-00173,2024-04-28 14:21:00,0,structuring,atm
SIG-00451,2024-04-25 13:58:07,1,counterparty_risk,branch
SIG-00126,2024-07-07 14:30:41,0,velocity,api
SIG-00931,2024-08-27 06:33:01,0,counterparty_risk,atm
SIG-00531,2024-06-11 04:06:35,0,amount_spike,web
SIG-00091,2024-08-13 11:29:18,0,amount_spike,mobile
SIG-01162,2024-06-30 18:37:38,0,counterparty_risk,mobile
SIG-00182,2024-12-23 18:08:12,0,amount_spike,api
SIG-01027,2024-10-27 22:18:56,0,unusual_hours,api
SIG-01000,2024-04-12 15:59:12,0,amount_spike,web
SIG-00252,2024-10-15 14:34:04,0,unusual_hours,atm
SIG-00070,2024-04-26 06:24:43,1,unusual_hours,mobile
SIG-00132,2024-10-19 01:14:22,0,counterparty_risk,api
SIG-00301,2024-08-04 23:40:51,0,counterparty_risk,branch
SIG-01133,2024-04-06 16:29:50,1,device_change,api
SIG-00327,2024-01-26 14:20:34,0,amount_spike,mobile
SIG-01020,2024-09-13 04:22:19,0,structuring,branch
SIG-00500,2024-03-27 11:37:23,1,counterparty_risk,mobile
SIG-00666,2024-04-06 09:05:03,1,structuring,atm
SIG-00919,2024-04-24 05:53:46,0,device_change,web
SIG-00496,2024-02-22 14:17:18,1,counterparty_risk,api
SIG-00339,2024-06-18 23:24:42,0,velocity,api
SIG-00964,2024-01-07 13:26:06,0,device_change,mobile
SIG-00165,2024-08-02 21:40:45,1,amount_spike,web
SIG-00029,2024-12-06 03:32:27,0,unusual_hours,branch
SIG-00517,2024-07-24 19:52:54,0,geo_anomaly,api
SIG-00194,2024-10-27 00:40:06,0,device_change,atm
SIG-01104,2024-02-07 02:37:30,1,velocity,api
SIG-00170,2024-04-27 23:57:08,1,velocity,web
SIG-01059,2024-07-18 08:10:43,1,amount_spike,atm
SIG-00174,2024-02-08 12:55:26,1,counterparty_risk,web
SIG-00519,2024-10-08 09:37:08,1,counterparty_risk,web
SIG-00969,2024-02-22 23:10:02,0,unusual_hours,api
SIG-00702,2024-10-11 11:03:11,0,structuring,web
SIG-00492,2024-10-07 21:27:32,0,velocity,api
SIG-00074,2024-01-20 17:28:48,1,velocity,api
SIG-00981,2024-04-20 17:40:14,0,structuring,mobile
SIG-00588,2024-11-02 10:43:42,0,device_change,mobile
SIG-00235,2024-12-16 15:57:48,0,amount_spike,web
SIG-00215,2024-06-19 23:57:04,0,velocity,atm
SIG-00947,2024-02-05 16:59:40,0,amount_spike,web
SIG-00133,2024-01-08 12:39:55,0,unusual_hours,atm
SIG-01156,2024-06-08 03:39:18,1,unusual_hours,branch
SIG-00733,2024-06-09 00:02:44,1,structuring,api
SIG-00941,2024-02-20 12:18:28,0,geo_anomaly,atm
SIG-00186,2024-11-20 15:41:56,1,counterparty_risk,atm
SIG-00042,2024-05-08 07:49:00,0,velocity,atm
SIG-00109,2024-09-11 18:54:13,0,unusual_hours,mobile
SIG-00849,2024-10-31 22:41:45,0,counterparty_risk,mobile
SIG-00569,2024-02-04 19:18:29,1,amount_spike,atm
SIG-00651,2024-02-21 05:31:08,1,unusual_hours,branch
SIG-01001,2024-12-18 12:37:13,1,counterparty_risk,branch
SIG-01166,2024-10-08 15:05:32,1,geo_anomaly,atm
SIG-00484,2024-11-07 11:08:06,0,unusual_hours,web
SIG-00469,2024-06-25 10:50:25,0,unusual_hours,atm
SIG-00025,2024-01-25 16:07:16,0,device_change,api
SIG-00661,2024-01-27 13:38:32,0,structuring,atm
SIG-00680,2024-10-23 09:45:52,0,counterparty_risk,mobile
SIG-00753,2024-01-29 04:02:36,0,amount_spike,api
SIG-00994,2024-10-26 20:54:41,0,structuring,branch
SIG-00367,2024-11-18 11:44:11,0,counterparty_risk,api
SIG-00840,2024-04-11 04:35:17,0,structuring,branch
SIG-01053,2024-06-02 11:00:02,0,device_change,atm
SIG-00384,2024-10-29 08:17:21,0,unusual_hours,branch
SIG-00455,2024-11-08 11:33:47,0,geo_anomaly,branch
SIG-00265,2024-04-13 01:24:16,1,velocity,web
SIG-00761,2024-12-29 18:33:46,1,device_change,web
SIG-00980,2024-05-08 11:45:15,0,amount_spike,web
SIG-00445,2024-10-27 23:15:55,0,structuring,api
SIG-00396,2024-05-20 03:47:57,1,structuring,atm
SIG-00742,2024-12-22 05:28:40,1,unusual_hours,mobile
SIG-00177,2024-01-13 16:13:31,0,geo_anomaly,branch
SIG-00019,2024-08-08 06:30:04,1,unusual_hours,branch
SIG-00949,2024-07-25 00:36:29,1,device_change,atm
SIG-00815,2024-07-08 19:49:21,0,structuring,api
SIG-00596,2024-08-04 16:52:32,1,structuring,atm
SIG-00062,2024-09-12 07:09:43,0,structuring,atm
SIG-00273,2024-04-24 12:38:46,0,device_change,atm
SIG-01126,2024-04-19 13:29:53,1,amount_spike,web
SIG-00279,2024-10-13 22:04:40,0,amount_spike,web
SIG-00842,2024-07-02 09:24:23,0,geo_anomaly,atm
SIG-00369,2024-06-26 17:52:58,1,velocity,branch
SIG-00887,2024-12-10 16:58:30,0,device_change,api
SIG-01015,2024-03-05 14:24:50,1,amount_spike,web
SIG-00860,2024-03-23 00:26:08,1,unusual_hours,mobile
SIG-00721,2024-03-08 12:33:53,0,velocity,api
SIG-00826,2024-07-17 15:39:12,1,unusual_hours,branch
SIG-00548,2024-10-21 23:51:11,0,velocity,mobile
SIG-00880,2024-05-24 17:05:24,1,counterparty_risk,branch
SIG-00900,2024-08-28 10:06:53,0,unusual_hours,branch
SIG-00457,2024-03-24 02:30:05,0,geo_anomaly,atm
SIG-00394,2024-10-03 10:32:30,0,unusual_hours,web
SIG-00676,2024-04-21 06:15:35,0,unusual_hours,atm
SIG-00912,2024-06-26 15:09:50,1,unusual_hours,atm
SIG-00965,2024-08-28 03:26:01,0,velocity,atm
SIG-00376,2024-04-13 14:01:01,0,counterparty_risk,mobile
SIG-00413,2024-04-05 02:25:39,0,counterparty_risk,api
SIG-00075,2024-05-09 12:58:20,1,counterparty_risk,web
SIG-01122,2024-11-10 02:38:34,1,amount_spike,api
SIG-00863,2024-09-14 02:00:24,1,velocity,mobile
SIG-00501,2024-06-28 19:30:32,0,unusual_hours,atm
SIG-00942,2024-06-30 02:31:23,1,unusual_hours,web
SIG-00617,2024-08-11 05:34:50,0,device_change,api
SIG-00115,2024-06-22 04:12:57,0,geo_anomaly,api
SIG-00418,2024-02-17 13:59:13,1,amount_spike,api
SIG-00602,2024-11-10 15:28:48,0,unusual_hours,mobile
SIG-00605,2024-06-28 10:39:24,1,geo_anomaly,api
SIG-00090,2024-05-08 14:32:25,0,velocity,mobile
SIG-01149,2024-05-15 00:28:10,1,amount_spike,api
SIG-00499,2024-02-16 01:44:28,1,geo_anomaly,atm
SIG-00876,2024-01-16 07:38:58,1,counterparty_risk,branch
SIG-00927,2024-01-10 19:33:12,0,device_change,web
SIG-00999,2024-05-19 08:13:00,0,velocity,web
SIG-00012,2024-11-28 04:08:20,0,geo_anomaly,mobile
SIG-00397,2024-08-02 05:43:19,0,geo_anomaly,atm
SIG-00755,2024-09-05 06:23:27,0,device_change,branch
SIG-00556,2024-08-07 00:28:17,0,geo_anomaly,atm
SIG-00043,2024-03-24 04:49:54,1,structuring,web
SIG-00168,2024-11-30 15:50:24,0,device_change,mobile
SIG-00417,2024-05-23 21:41:05,1,structuring,atm
SIG-00577,2024-06-02 16:06:59,1,amount_spike,atm
SIG-00268,2024-01-17 20:11:29,0,unusual_hours,atm
SIG-00808,2024-06-07 03:06:10,0,unusual_hours,api
SIG-00427,2024-05-22 02:47:00,0,velocity,api
SIG-00691,2024-09-18 19:15:28,0,unusual_hours,mobile
SIG-00545,2024-05-17 15:37:49,0,amount_spike,api
SIG-01123,2024-02-23 01:25:41,0,amount_spike,mobile
SIG-00675,2024-03-24 18:52:11,1,velocity,mobile
SIG-00690,2024-05-22 19:05:54,0,geo_anomaly,branch
SIG-01055,2024-08-05 03:19:08,0,structuring,branch
SIG-01177,2024-07-20 00:28:08,0,geo_anomaly,branch
SIG-01033,2024-10-15 19:16:48,0,counterparty_risk,mobile
SIG-01035,2024-05-20 16:35:57,0,velocity,web
SIG-00258,2024-09-05 08:30:21,1,structuring,mobile
SIG-00336,2024-10-26 09:04:23,1,structuring,atm
SIG-00016,2024-12-25 09:16:15,0,unusual_hours,atm
SIG-00902,2024-01-22 01:52:53,0,counterparty_risk,web
SIG-00325,2024-05-21 07:46:29,0,amount_spike,branch
SIG-00608,2024-03-24 10:02:41,1,geo_anomaly,branch
SIG-01054,2024-09-30 06:13:54,0,velocity,mobile
SIG-00791,2024-02-19 00:08:19,0,velocity,api
SIG-00223,2024-05-19 05:07:13,1,amount_spike,api
SIG-00180,2024-09-08 12:23:35,0,geo_anomaly,branch
SIG-00100,2024-07-31 19:08:41,0,counterparty_risk,mobile
SIG-00522,2024-12-18 06:09:31,1,amount_spike,branch
SIG-00023,2024-02-23 17:20:43,0,structuring,api
SIG-00357,2024-09-05 03:27:42,1,counterparty_risk,atm
SIG-00734,2024-02-23 07:07:56,1,device_change,web
SIG-01094,2024-03-08 18:49:11,0,counterparty_risk,branch
SIG-01112,2024-07-26 07:13:43,0,amount_spike,branch
SIG-00612,2024-05-30 22:22:49,0,structuring,api
SIG-01010,2024-08-21 19:14:08,1,unusual_hours,mobile
SIG-00341,2024-03-31 21:03:55,0,structuring,web
SIG-00432,2024-03-18 07:21:14,0,structuring,atm
SIG-00962,2024-08-04 17:43:18,1,velocity,atm
SIG-00218,2024-11-26 19:01:40,0,amount_spike,atm
SIG-00204,2024-05-28 23:16:50,1,geo_anomaly,atm
SIG-00906,2024-04-23 09:29:02,0,structuring,atm
SIG-00923,2024-02-21 12:35:24,0,unusual_hours,web
SIG-00094,2024-06-18 08:21:02,0,velocity,atm
SIG-00911,2024-12-25 20:47:06,1,unusual_hours,atm
SIG-00069,2024-11-09 10:43:00,0,unusual_hours,atm
SIG-00895,2024-04-18 00:36:44,0,velocity,atm
SIG-00285,2024-03-28 19:57:19,1,counterparty_risk,api
SIG-00697,2024-03-27 16:14:07,1,counterparty_risk,atm
SIG-00086,2024-11-13 03:08:19,0,device_change,branch
SIG-00435,2024-05-03 16:54:54,1,geo_anomaly,api
SIG-00797,2024-10-21 12:35:22,1,velocity,mobile
SIG-00154,2024-03-15 04:46:29,0,velocity,web
SIG-00076,2024-10-14 20:46:22,0,device_change,atm
SIG-01043,2024-08-01 19:44:32,0,structuring,mobile
SIG-00581,2024-05-03 22:34:43,1,amount_spike,api
SIG-00447,2024-09-14 04:24:04,0,device_change,atm
SIG-00704,2024-12-06 16:05:01,0,velocity,branch
SIG-00189,2024-03-11 11:36:05,0,structuring,api
SIG-00272,2024-08-15 07:59:39,1,structuring,branch
SIG-00237,2024-10-25 01:20:45,1,unusual_hours,web
SIG-00488,2024-05-07 10:16:40,1,counterparty_risk,atm
SIG-01160,2024-04-09 09:31:12,0,velocity,branch
SIG-00560,2024-08-23 00:34:53,0,counterparty_risk,atm
SIG-00118,2024-04-01 01:38:18,0,amount_spike,branch
SIG-00638,2024-12-02 08:26:22,1,geo_anomaly,web
SIG-01128,2024-06-12 04:56:56,1,amount_spike,api
SIG-00751,2024-11-23 21:17:52,0,counterparty_risk,branch
SIG-00513,2024-11-01 04:13:46,0,structuring,branch
SIG-00634,2024-08-09 09:28:40,0,amount_spike,atm
SIG-00786,2024-05-30 08:05:25,0,counterparty_risk,atm
SIG-01007,2024-05-13 23:56:03,0,device_change,api
SIG-00853,2024-08-31 09:08:43,1,unusual_hours,web
SIG-00127,2024-06-06 00:30:16,0,unusual_hours,web
SIG-00117,2024-08-31 09:43:07,0,geo_anomaly,branch
SIG-00474,2024-12-14 09:02:40,1,device_change,api
SIG-00741,2024-02-08 21:19:10,0,geo_anomaly,web
SIG-00993,2024-07-28 14:09:19,1,device_change,web
SIG-00058,2024-07-14 06:54:18,1,counterparty_risk,atm
SIG-00604,2024-07-19 09:24:42,0,geo_anomaly,atm
SIG-00787,2024-12-02 16:02:16,0,device_change,atm
SIG-00971,2024-11-04 18:05:47,1,counterparty_risk,branch
SIG-00657,2024-11-13 08:00:29,1,velocity,api
SIG-00903,2024-10-25 00:50:21,0,structuring,atm
SIG-00922,2024-08-30 09:39:48,0,unusual_hours,branch
SIG-00106,2024-01-10 11:39:40,1,velocity,web
SIG-00636,2024-11-29 05:17:47,1,structuring,mobile
SIG-00370,2024-12-10 00:09:53,1,velocity,branch
SIG-00269,2024-01-13 02:20:42,0,velocity,api
SIG-00656,2024-03-28 20:15:05,1,structuring,api
SIG-00047,2024-02-08 05:19:15,0,velocity,api
SIG-00350,2024-05-25 05:34:25,0,geo_anomaly,api
SIG-00774,2024-01-21 19:10:32,0,velocity,branch
SIG-00196,2024-05-20 12:01:40,0,structuring,api
SIG-00103,2024-11-05 03:29:18,0,unusual_hours,web
SIG-00005,2024-04-18 00:55:31,0,counterparty_risk,mobile
SIG-00620,2024-12-02 03:15:06,0,amount_spike,mobile
SIG-00991,2024-09-02 07:11:08,0,velocity,atm
SIG-00053,2024-12-01 19:07:32,0,device_change,mobile
SIG-00264,2024-01-06 18:30:29,1,amount_spike,web
SIG-01093,2024-08-23 04:22:39,1,geo_anomaly,atm
SIG-00444,2024-06-11 15:18:55,1,geo_anomaly,api
SIG-00972,2024-12-05 17:25:07,1,structuring,web
SIG-00783,2024-06-29 14:39:15,0,amount_spike,web
SIG-00847,2024-05-01 17:13:51,0,unusual_hours,mobile
SIG-00692,2024-01-18 02:27:46,1,counterparty_risk,mobile
SIG-00305,2024-03-07 17:58:26,0,counterparty_risk,atm
SIG-00342,2024-07-01 03:32:32,0,counterparty_risk,web
SIG-00867,2024-06-11 15:44:20,0,counterparty_risk,mobile
SIG-00314,2024-08-13 01:02:02,0,device_change,atm
SIG-00150,2024-12-08 09:23:53,1,device_change,web
SIG-00125,2024-11-06 15:18:42,0,structuring,web
SIG-01063,2024-09-03 02:09:21,0,counterparty_risk,web
SIG-00575,2024-05-20 05:55:41,1,amount_spike,web
SIG-00698,2024-01-27 18:26:27,0,device_change,branch
SIG-00665,2024-06-15 18:11:35,0,amount_spike,web
SIG-00051,2024-07-28 22:38:41,1,counterparty_risk,mobile
SIG-00727,2024-09-07 21:02:03,0,device_change,web
SIG-00800,2024-03-07 21:01:04,0,amount_spike,api
SIG-00354,2024-08-26 23:27:41,0,velocity,mobile
SIG-01153,2024-01-08 06:28:54,0,structuring,branch
SIG-00143,2024-08-07 18:52:25,0,counterparty_risk,mobile
SIG-00471,2024-02-13 17:56:38,0,amount_spike,web
SIG-00654,2024-10-08 22:42:07,1,unusual_hours,web
SIG-00400,2024-01-29 19:16:05,1,device_change,api
SIG-01154,2024-10-07 00:14:25,0,velocity,atm
SIG-00938,2024-10-28 10:12:43,0,unusual_hours,web
SIG-00321,2024-09-10 03:33:55,0,geo_anomaly,branch
SIG-00020,2024-12-09 13:50:40,1,unusual_hours,api
SIG-00685,2024-07-19 20:51:58,0,counterparty_risk,branch
SIG-00036,2024-08-01 12:32:27,1,geo_anomaly,branch
SIG-00825,2024-07-21 04:41:48,1,counterparty_risk,atm
SIG-00506,2024-01-19 21:41:46,0,geo_anomaly,mobile
SIG-00828,2024-04-17 09:00:38,0,unusual_hours,branch
SIG-01071,2024-02-16 13:20:54,0,velocity,api
SIG-00408,2024-03-07 11:42:19,0,unusual_hours,atm
SIG-00818,2024-03-04 06:24:25,1,counterparty_risk,atm
SIG-00538,2024-11-23 05:05:09,0,unusual_hours,web
SIG-00759,2024-06-01 01:59:23,0,counterparty_risk,atm
SIG-01069,2024-10-12 14:41:44,0,geo_anomaly,branch
SIG-00893,2024-07-15 08:13:52,1,counterparty_risk,api
SIG-00039,2024-02-16 23:50:27,0,geo_anomaly,web
SIG-00176,2024-01-02 00:56:22,0,device_change,api
SIG-00246,2024-06-25 14:54:46,1,amount_spike,branch
SIG-00811,2024-12-07 11:58:25,1,structuring,mobile
SIG-01085,2024-08-03 16:08:39,0,device_change,api
SIG-01078,2024-06-27 16:10:07,0,amount_spike,mobile
SIG-00785,2024-07-29 06:40:13,1,device_change,atm
SIG-01185,2024-09-06 10:14:49,1,amount_spike,mobile
SIG-00490,2024-11-10 01:33:23,1,velocity,api
SIG-00155,2024-10-21 10:36:24,0,geo_anomaly,api
SIG-00639,2024-04-06 03:22:38,1,counterparty_risk,api
SIG-00663,2024-06-08 21:24:51,0,structuring,api
SIG-00854,2024-05-01 04:54:38,1,geo_anomaly,mobile
SIG-00288,2024-10-23 02:10:18,1,amount_spike,branch
SIG-00626,2024-02-14 08:28:59,1,amount_spike,atm
SIG-01200,2024-05-21 20:32:28,1,amount_spike,web
SIG-00686,2024-10-30 08:36:11,0,counterparty_risk,branch
SIG-00873,2024-02-27 22:07:38,0,velocity,atm
SIG-00570,2024-05-05 23:54:35,1,counterparty_risk,api
SIG-01144,2024-09-29 08:51:07,1,structuring,mobile
SIG-00735,2024-04-06 18:13:31,0,unusual_hours,atm
SIG-00793,2024-12-19 17:18:47,0,unusual_hours,mobile
SIG-00018,2024-05-02 12:14:07,0,device_change,branch
SIG-00128,2024-08-29 15:51:18,0,structuring,mobile
SIG-00323,2024-10-04 09:54:12,0,velocity,atm
SIG-00256,2024-07-30 10:47:22,1,unusual_hours,branch
SIG-00944,2024-11-02 18:28:40,0,structuring,atm
SIG-01180,2024-08-09 15:00:47,0,structuring,web
SIG-00191,2024-02-10 14:56:29,0,counterparty_risk,web
SIG-00116,2024-11-22 04:05:22,0,unusual_hours,branch
SIG-01174,2024-04-03 11:41:48,0,structuring,atm
SIG-00889,2024-08-07 10:17:44,0,geo_anomaly,branch
SIG-00607,2024-03-17 15:11:49,1,device_change,atm
SIG-00181,2024-03-05 10:30:44,1,counterparty_risk,branch
SIG-00302,2024-01-17 10:17:08,1,device_change,mobile
SIG-00497,2024-06-23 04:40:08,0,counterparty_risk,api
SIG-00349,2024-06-24 04:49:03,0,amount_spike,mobile
SIG-01036,2024-04-11 11:31:10,0,counterparty_risk,atm
SIG-00983,2024-02-29 04:25:26,0,structuring,atm
SIG-00745,2024-10-13 15:38:17,1,unusual_hours,branch
SIG-01152,2024-10-28 08:04:44,0,unusual_hours,atm
SIG-00518,2024-09-08 03:44:07,1,velocity,api
SIG-00373,2024-09-11 15:51:33,1,amount_spike,branch
SIG-00046,2024-06-08 15:45:03,0,device_change,mobile
SIG-00477,2024-10-19 17:31:16,1,amount_spike,branch
SIG-00158,2024-05-13 12:03:04,0,device_change,atm
SIG-01047,2024-06-04 14:16:50,0,structuring,atm
SIG-00172,2024-06-23 23:05:56,1,device_change,branch
SIG-00017,2024-10-25 09:12:05,1,counterparty_risk,mobile
SIG-00512,2024-07-11 11:31:14,0,velocity,branch
SIG-00049,2024-06-12 20:13:18,1,geo_anomaly,branch
SIG-00192,2024-04-21 22:23:04,0,unusual_hours,api
SIG-00547,2024-09-22 15:43:48,0,counterparty_risk,mobile
SIG-00516,2024-06-28 19:42:26,1,velocity,atm
SIG-00978,2024-08-01 03:39:47,0,device_change,atm
SIG-00939,2024-09-22 02:50:30,1,velocity,web
SIG-00829,2024-10-03 03:52:27,0,unusual_hours,branch
SIG-00984,2024-06-15 08:06:51,0,geo_anomaly,mobile
SIG-00481,2024-04-24 13:56:59,0,amount_spike,atm
SIG-01129,2024-11-03 08:36:46,0,velocity,branch
SIG-00284,2024-11-24 07:27:04,0,structuring,branch
SIG-01030,2024-12-18 13:51:28,0,counterparty_risk,atm
